slot_000001 | prov_001 | Allison Hill | Therapy | 2025-09-01 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000433 | prov_067 | Tracy House | Both | 2025-09-06 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000434 | prov_068 | Carol Tucker | Therapy | 2025-09-06 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000435 | prov_068 | Carol Tucker | Therapy | 2025-09-06 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000436 | prov_072 | Whitney Peters | Psychiatry | 2025-09-06 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000437 | prov_075 | Amy Silva | Both | 2025-09-06 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000438 | prov_076 | Sarah Moore | Therapy | 2025-09-06 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000439 | prov_077 | Angela Lopez | Psychiatry | 2025-09-06 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000440 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-06 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000441 | prov_083 | Michael Evans | Psychiatry | 2025-09-06 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000442 | prov_085 | Zachary Ferrell | Therapy | 2025-09-06 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000443 | prov_086 | Daniel Baker | Therapy | 2025-09-06 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000444 | prov_086 | Daniel Baker | Therapy | 2025-09-06 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000445 | prov_090 | Aimee Montoya | Therapy | 2025-09-06 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000446 | prov_090 | Aimee Montoya | Therapy | 2025-09-06 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000447 | prov_094 | Christina Walters | Psychiatry | 2025-09-06 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000448 | prov_095 | John Whitehead | Both | 2025-09-06 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000449 | prov_095 | John Whitehead | Both | 2025-09-06 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000450 | prov_001 | Allison Hill | Therapy | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000451 | prov_001 | Allison Hill | Therapy | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000452 | prov_002 | Noah Rhodes | Therapy | 2025-09-08 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000453 | prov_006 | Connie Lawrence | Therapy | 2025-09-08 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000454 | prov_006 | Connie Lawrence | Therapy | 2025-09-08 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000455 | prov_009 | Gabrielle Davis | Both | 2025-09-08 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000456 | prov_010 | Ryan Munoz | Both | 2025-09-08 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000457 | prov_010 | Ryan Munoz | Both | 2025-09-08 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000458 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-08 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000459 | prov_017 | Holly Wood | Psychiatry | 2025-09-08 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000460 | prov_018 | Derek Zuniga | Therapy | 2025-09-08 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000461 | prov_019 | Lisa Jackson | Therapy | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000462 | prov_021 | Margaret Hawkins DDS | Both | 2025-09-08 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000463 | prov_024 | Tommy Walter | Both | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000464 | prov_029 | Zachary Hicks | Both | 2025-09-08 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000465 | prov_029 | Zachary Hicks | Both | 2025-09-08 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000466 | prov_030 | Anthony Rodriguez | Both | 2025-09-08 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000467 | prov_034 | Nathan Maldonado | Therapy | 2025-09-08 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000468 | prov_034 | Nathan Maldonado | Therapy | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000469 | prov_035 | Debra Davidson | Both | 2025-09-08 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000470 | prov_035 | Debra Davidson | Both | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000471 | prov_039 | Elizabeth Fowler | Both | 2025-09-08 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000472 | prov_039 | Elizabeth Fowler | Both | 2025-09-08 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000473 | prov_042 | Fred Smith | Therapy | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000474 | prov_042 | Fred Smith | Therapy | 2025-09-08 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000475 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000476 | prov_048 | Shane Henderson | Psychiatry | 2025-09-08 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000477 | prov_049 | Joshua Blair | Both | 2025-09-08 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000478 | prov_052 | Danny Morgan | Therapy | 2025-09-08 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000479 | prov_055 | Shannon Jones | Therapy | 2025-09-08 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000480 | prov_056 | Michael Lewis | Therapy | 2025-09-08 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000481 | prov_057 | Timothy Duncan | Psychiatry | 2025-09-08 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000482 | prov_058 | Richard Aguirre | Psychiatry | 2025-09-08 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000483 | prov_059 | Brent Jordan | Therapy | 2025-09-08 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000484 | prov_061 | Victoria Garcia | Therapy | 2025-09-08 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000485 | prov_063 | Connor West | Both | 2025-09-08 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000486 | prov_064 | Donald Wright | Both | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000487 | prov_065 | Jessica Callahan | Both | 2025-09-08 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000488 | prov_066 | Amber Kidd | Psychiatry | 2025-09-08 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000489 | prov_067 | Tracy House | Both | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000490 | prov_067 | Tracy House | Both | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000491 | prov_068 | Carol Tucker | Therapy | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000492 | prov_071 | Jordan Henderson | Psychiatry | 2025-09-08 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000493 | prov_072 | Whitney Peters | Psychiatry | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000494 | prov_074 | Lauren Daniels | Psychiatry | 2025-09-08 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000495 | prov_076 | Sarah Moore | Therapy | 2025-09-08 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000496 | prov_076 | Sarah Moore | Therapy | 2025-09-08 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000497 | prov_078 | Megan Young | Therapy | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000498 | prov_079 | Steve Sanchez | Therapy | 2025-09-08 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000499 | prov_080 | Lisa Barnes | Therapy | 2025-09-08 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000500 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000501 | prov_083 | Michael Evans | Psychiatry | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000502 | prov_083 | Michael Evans | Psychiatry | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000503 | prov_087 | Shirley Suarez | Both | 2025-09-08 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000504 | prov_088 | Christopher Bass | Both | 2025-09-08 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000505 | prov_090 | Aimee Montoya | Therapy | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000506 | prov_091 | Matthew Mcmillan | Therapy | 2025-09-08 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000507 | prov_092 | Brian Rodriguez | Psychiatry | 2025-09-08 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000508 | prov_092 | Brian Rodriguez | Psychiatry | 2025-09-08 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000509 | prov_093 | Denise Jacobs | Psychiatry | 2025-09-08 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000510 | prov_093 | Denise Jacobs | Psychiatry | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000511 | prov_094 | Christina Walters | Psychiatry | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000512 | prov_095 | John Whitehead | Both | 2025-09-08 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000513 | prov_097 | Aaron Wise | Therapy | 2025-09-08 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000514 | prov_001 | Allison Hill | Therapy | 2025-09-09 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000515 | prov_001 | Allison Hill | Therapy | 2025-09-09 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000516 | prov_002 | Noah Rhodes | Therapy | 2025-09-09 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000517 | prov_003 | Angie Henderson | Psychiatry | 2025-09-09 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000518 | prov_004 | Daniel Wagner | Both | 2025-09-09 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000519 | prov_005 | Cristian Santos | Psychiatry | 2025-09-09 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000520 | prov_010 | Ryan Munoz | Both | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000521 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-09 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000522 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-09 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000523 | prov_013 | Lisa Hensley | Both | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000524 | prov_017 | Holly Wood | Psychiatry | 2025-09-09 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000525 | prov_019 | Lisa Jackson | Therapy | 2025-09-09 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000526 | prov_019 | Lisa Jackson | Therapy | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000527 | prov_021 | Margaret Hawkins DDS | Both | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000528 | prov_022 | Patty Perez | Both | 2025-09-09 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000529 | prov_023 | Ethan Adams | Both | 2025-09-09 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000530 | prov_025 | Matthew Foster | Therapy | 2025-09-09 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000531 | prov_026 | Judy Baker | Psychiatry | 2025-09-09 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000532 | prov_027 | Justin Baker | Psychiatry | 2025-09-09 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000533 | prov_029 | Zachary Hicks | Both | 2025-09-09 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000534 | prov_030 | Anthony Rodriguez | Both | 2025-09-09 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000535 | prov_034 | Nathan Maldonado | Therapy | 2025-09-09 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000536 | prov_038 | Cassandra Gaines | Psychiatry | 2025-09-09 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000537 | prov_040 | Brittany Farmer | Psychiatry | 2025-09-09 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000538 | prov_043 | Sherry Decker | Psychiatry | 2025-09-09 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000539 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-09 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000540 | prov_047 | John Pierce | Both | 2025-09-09 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000541 | prov_048 | Shane Henderson | Psychiatry | 2025-09-09 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000542 | prov_048 | Shane Henderson | Psychiatry | 2025-09-09 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000543 | prov_049 | Joshua Blair | Both | 2025-09-09 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000544 | prov_051 | Jessica Holmes | Therapy | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000545 | prov_051 | Jessica Holmes | Therapy | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000546 | prov_052 | Danny Morgan | Therapy | 2025-09-09 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000547 | prov_058 | Richard Aguirre | Psychiatry | 2025-09-09 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000548 | prov_060 | John Daniel | Therapy | 2025-09-09 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000549 | prov_060 | John Daniel | Therapy | 2025-09-09 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000550 | prov_063 | Connor West | Both | 2025-09-09 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000551 | prov_063 | Connor West | Both | 2025-09-09 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000552 | prov_066 | Amber Kidd | Psychiatry | 2025-09-09 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000553 | prov_069 | James Brown | Psychiatry | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000554 | prov_071 | Jordan Henderson | Psychiatry | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000555 | prov_072 | Whitney Peters | Psychiatry | 2025-09-09 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000556 | prov_073 | Brittney Phillips | Psychiatry | 2025-09-09 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000557 | prov_074 | Lauren Daniels | Psychiatry | 2025-09-09 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000558 | prov_074 | Lauren Daniels | Psychiatry | 2025-09-09 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000559 | prov_075 | Amy Silva | Both | 2025-09-09 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000560 | prov_076 | Sarah Moore | Therapy | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000561 | prov_077 | Angela Lopez | Psychiatry | 2025-09-09 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000562 | prov_077 | Angela Lopez | Psychiatry | 2025-09-09 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000563 | prov_079 | Steve Sanchez | Therapy | 2025-09-09 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000564 | prov_079 | Steve Sanchez | Therapy | 2025-09-09 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000565 | prov_080 | Lisa Barnes | Therapy | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000566 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-09 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000567 | prov_082 | Mike Allen | Psychiatry | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000568 | prov_083 | Michael Evans | Psychiatry | 2025-09-09 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000569 | prov_084 | Paul Jones | Therapy | 2025-09-09 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000570 | prov_088 | Christopher Bass | Both | 2025-09-09 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000571 | prov_090 | Aimee Montoya | Therapy | 2025-09-09 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000572 | prov_090 | Aimee Montoya | Therapy | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000573 | prov_091 | Matthew Mcmillan | Therapy | 2025-09-09 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000574 | prov_091 | Matthew Mcmillan | Therapy | 2025-09-09 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000575 | prov_092 | Brian Rodriguez | Psychiatry | 2025-09-09 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000576 | prov_093 | Denise Jacobs | Psychiatry | 2025-09-09 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000577 | prov_093 | Denise Jacobs | Psychiatry | 2025-09-09 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000578 | prov_095 | John Whitehead | Both | 2025-09-09 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000579 | prov_096 | Anna Henderson | Psychiatry | 2025-09-09 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000580 | prov_097 | Aaron Wise | Therapy | 2025-09-09 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000581 | prov_100 | Stephen Mckee | Psychiatry | 2025-09-09 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000582 | prov_100 | Stephen Mckee | Psychiatry | 2025-09-09 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000583 | prov_003 | Angie Henderson | Psychiatry | 2025-09-10 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000584 | prov_003 | Angie Henderson | Psychiatry | 2025-09-10 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000585 | prov_004 | Daniel Wagner | Both | 2025-09-10 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000586 | prov_005 | Cristian Santos | Psychiatry | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000587 | prov_005 | Cristian Santos | Psychiatry | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000588 | prov_008 | Gina Moore | Therapy | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000589 | prov_008 | Gina Moore | Therapy | 2025-09-10 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000590 | prov_009 | Gabrielle Davis | Both | 2025-09-10 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000591 | prov_011 | Monica Herrera | Both | 2025-09-10 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000592 | prov_011 | Monica Herrera | Both | 2025-09-10 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000593 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-10 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000594 | prov_013 | Lisa Hensley | Both | 2025-09-10 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000595 | prov_014 | Michele Williams | Psychiatry | 2025-09-10 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000596 | prov_018 | Derek Zuniga | Therapy | 2025-09-10 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000597 | prov_020 | Carla Gray | Both | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000598 | prov_021 | Margaret Hawkins DDS | Both | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000599 | prov_022 | Patty Perez | Both | 2025-09-10 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000600 | prov_024 | Tommy Walter | Both | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000601 | prov_024 | Tommy Walter | Both | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000602 | prov_025 | Matthew Foster | Therapy | 2025-09-10 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000603 | prov_027 | Justin Baker | Psychiatry | 2025-09-10 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000604 | prov_029 | Zachary Hicks | Both | 2025-09-10 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000605 | prov_030 | Anthony Rodriguez | Both | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000606 | prov_032 | James Ferrell | Therapy | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000607 | prov_033 | Tricia Valencia | Therapy | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000608 | prov_033 | Tricia Valencia | Therapy | 2025-09-10 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000609 | prov_034 | Nathan Maldonado | Therapy | 2025-09-10 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000610 | prov_034 | Nathan Maldonado | Therapy | 2025-09-10 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000611 | prov_041 | Paula Moreno | Psychiatry | 2025-09-10 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000612 | prov_042 | Fred Smith | Therapy | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000613 | prov_043 | Sherry Decker | Psychiatry | 2025-09-10 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000614 | prov_043 | Sherry Decker | Psychiatry | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000615 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000616 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-10 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000617 | prov_045 | Angelica Tucker | Psychiatry | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000618 | prov_045 | Angelica Tucker | Psychiatry | 2025-09-10 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000619 | prov_046 | Philip Cannon | Psychiatry | 2025-09-10 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000620 | prov_049 | Joshua Blair | Both | 2025-09-10 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000621 | prov_050 | Eric Carney | Therapy | 2025-09-10 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000622 | prov_051 | Jessica Holmes | Therapy | 2025-09-10 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000623 | prov_052 | Danny Morgan | Therapy | 2025-09-10 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000624 | prov_053 | Crystal Robinson | Both | 2025-09-10 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000625 | prov_054 | Mark Perez | Psychiatry | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000626 | prov_055 | Shannon Jones | Therapy | 2025-09-10 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000627 | prov_061 | Victoria Garcia | Therapy | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000628 | prov_061 | Victoria Garcia | Therapy | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000629 | prov_065 | Jessica Callahan | Both | 2025-09-10 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000630 | prov_065 | Jessica Callahan | Both | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000631 | prov_067 | Tracy House | Both | 2025-09-10 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000632 | prov_067 | Tracy House | Both | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000633 | prov_070 | William Baker | Psychiatry | 2025-09-10 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000634 | prov_070 | William Baker | Psychiatry | 2025-09-10 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000635 | prov_071 | Jordan Henderson | Psychiatry | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000636 | prov_071 | Jordan Henderson | Psychiatry | 2025-09-10 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000637 | prov_073 | Brittney Phillips | Psychiatry | 2025-09-10 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000638 | prov_075 | Amy Silva | Both | 2025-09-10 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000639 | prov_076 | Sarah Moore | Therapy | 2025-09-10 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000640 | prov_078 | Megan Young | Therapy | 2025-09-10 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000641 | prov_078 | Megan Young | Therapy | 2025-09-10 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000642 | prov_079 | Steve Sanchez | Therapy | 2025-09-10 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000643 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-10 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000644 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-10 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000645 | prov_083 | Michael Evans | Psychiatry | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000646 | prov_084 | Paul Jones | Therapy | 2025-09-10 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000647 | prov_085 | Zachary Ferrell | Therapy | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000648 | prov_087 | Shirley Suarez | Both | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
